MODULE,LABEL,ADDRESS,ACCESS,UNITS,COMMENT
DI_MAF,KE_MAFD_FREQ_RPM_MIN,00016B54,c,RPM,Minimum engine speed necessary to run the MAF frequency test.
DI_MAF,KE_MAFD_FREQ_STABLE_TIME_MIN,00016B56,c,Seconds,Minimum stabilization time after conditions have been met to run the MAF frequency test.
DG_MAP,KA_MAPD_PREDICTED_MAP_MAX,00016B58,c,Kilopascals,Upper threshold MAP readings
DG_MAP,KA_MAPD_PREDICTED_MAP_MIN,00016C08,c,Kilopascals,Lower threshold MAP readings
DG_MAP,KE_MAPD_INT_SHORT_HIGH_FAIL_LIM,00016CB8,c,Unitless,Number of failed intermittent short to high tests within a sample size that will report a failure.
DG_MAP,KE_MAPD_INT_SHORT_HIGH_SMPL_LIM,00016CBA,c,Unitless,Number of intermittent short to high tests that make up a sample size.
DG_MAP,KE_MAPD_INT_SHORT_LOW_FAIL_LIM,00016CBC,c,Unitless,Number of failed intermittent short to low tests within a sample size that will report a failure.
DG_MAP,KE_MAPD_INT_SHORT_LOW_SMPL_LIM,00016CBE,c,Unitless,Number of intermittent short to low tests that make up a sample size.
DG_MAP,KE_MAPD_RAT_FAIL_LIM,00016CC0,c,Unitless,Number of rationality failed tests within a sample size that will report a failure.
DG_MAP,KE_MAPD_RAT_SMPL_LIM,00016CC2,c,Unitless,Number of rationality tests that make up a sample size.
DG_MAP,KE_MAPD_SHORT_HIGH_FAIL_LIM,00016CC4,c,Unitless,Number of failed short to high tests within a sample size that will report a failure.
DG_MAP,KE_MAPD_SHORT_HIGH_RPM,00016CC6,c,RPM,$00004214
DG_MAP,KE_MAPD_SHORT_HIGH_SMPL_LIM,00016CC8,c,Unitless,Number of short to high tests that make up a sample size.
DG_MAP,KE_MAPD_SHORT_LOW_FAIL_LIM,00016CCA,c,Unitless,Number of failed short to low tests within a sample size that will report a failure.
DG_MAP,KE_MAPD_SHORT_LOW_RPM,00016CCC,c,RPM,$00004215
DG_MAP,KE_MAPD_SHORT_LOW_SMPL_LIM,00016CCE,c,Unitless,Number of short to low tests that make up a sample size.
DG_MAP,KE_MAPD_SHORTED_HIGH_THRESH,00016CD0,c,Percent,The threshold above which the MAP sensor is considered shorted to a positive voltage.
DG_MAP,KE_MAPD_SHORTED_LOW_THRESH,00016CD2,c,Percent,The threshold below which the MAP sensor is considered opened or shorted to ground.
DG_MAP,KE_MAPD_TPS_OVER_RPM_THRESH_MAX,00016CD4,c,Percent,$00004216
DG_MAP,KE_MAPD_TPS_OVER_RPM_THRESH_MIN,00016CD6,c,Percent,$00004218
DG_MAP,KE_MAPD_TPS_UNDER_RPM_THRESH_MAX,00016CD8,c,Percent,$0000421A
DG_MAP,KE_MAPD_TPS_UNDER_RPM_THRESH_MIN,00016CDA,c,Percent,$0000421C
DI_MAP,KV_MAPD_COLD_START_RUN_TIME,00016CDC,c,Seconds,The MAP Short to High test will be disabled if the engine run time is less than this calibration.
DI_MAP,KE_MAPD_RAT_DELTA_EGR_POS_MAX,00016CE6,c,Percent,Maximum EGR flow rate change to still consider conditions stable for MAP rationality.
DI_MAP,KE_MAPD_RAT_DELTA_IAC_IDLE_MAX,00016CE8,c,Grams/Second,Maximum idle air value change to still consider conditions stable for MAP rationality.
DI_MAP,KE_MAPD_RAT_DELTA_RPM_MAX,00016CEA,c,Percent,Maximum engine speed change to still consider conditions stable  for MAP rationality.
DI_MAP,KE_MAPD_RAT_DELTA_TPS_MAX,00016CEC,c,Percent,Maximum throttle position change to still consider conditions stable  for MAP rationality.
DI_MAP,KE_MAPD_RAT_RPM_HIGH,00016CEE,c,RPM,Maximum RPM threshold under which the MAP rationality test can proceed.
DI_MAP,KE_MAPD_RAT_RPM_LOW,00016CF0,c,RPM,Minimum RPM value above which the MAP rationality test can proceed.
DI_MAP,KE_MAPD_RAT_STABLE_TIME_MIN,00016CF2,c,Seconds,Minimum stabilization time after the conditions have been met necessary to run the MAP rationality test.
DG_MF_ENGINE_CYCLE,KE_MISF_ABNORMAL_SPEED_OPTION,00016CF4,c,Unitless,Indicates when to analyze the abnormal speed data.
PROTECTED,KE_MISF_ASSEMBLY_PLANT_DELAY,00016CF6,c,Unitless,$000042C6
PROTECTED,KE_MISF_BALANCED_TIME_OFFSET,00016CF8,c,Unitless,$000042C8
PROTECTED,KE_MISF_CALIBRATE_MODE,00016CF9,c,Flag,Enables the diagnostic to collect data in both cylinder and revolution mode for development purposes.
PROTECTED,KE_MISF_CYL_ABNORMAL_ENGINE_SPD,00016CFA,c,Unitless,Threshold for distinguishing abnormal speed in cylinder mode.
PROTECTED,KE_MISF_IDLE_ENGINE_SPEED,00016CFC,c,RPM,Maximum engine speed necessary to have abnormal speed detected.
PROTECTED,KE_MISF_IDLE_THROTTLE_POSITION,00016CFE,c,Percent,Maximum throttle position necessary to have abnormal speed detected.
PROTECTED,KE_MISF_IDLE_VEHICLE_SPEED,00016D00,c,MPH,Maximum vehicle speed necessary to have abnormal speed detected.
PROTECTED,KE_MISF_NUMBER_OF_NORMALS_FILTER,00016D02,c,Unitless,Minimum number of normals necessary to reset misfire information.
PROTECTED,KE_MISF_OPP_CYL_SINGLE_PEAK,00016D03,c,Flag,Indicates whether to use the single peak method of analyzing peaks in opposing cylinder mode.
PROTECTED,KE_MISF_OPP_CYLINDER,00016D04,c,Unitless,Minimum number of misfires necessary to add in the number of misfires detected in opposing cylinder mode.
PROTECTED,KE_MISF_REV_ABNORMAL_ENGINE_SPD,00016D05,c,Unitless,Threshold distinguishing abnormal speed in revolution mode.
PROTECTED,KE_MISF_REV_MODE_CYLINDER_OFFSET,00016D06,c,Unitless,Compensates for revolution mode phase delay to find proper cylinder which misfired.
PROTECTED,KE_MISF_RING_FILTER,00016D07,c,Unitless,Number of engine cycles to ignore due to misfire induced drive train ringing.
PROTECTED,KE_MISF_SINGLE_PEAK_REV_METHOD,00016D08,c,Flag,Indicates whether to use only one cylinder's peak in determining the highest peak of the revolution mode data.
PROTECTED,KV_MISF_POWERUP_DELAY,00016D0A,c,Unitless,Number of engine cycles to delay on powerup.
PROTECTED,KV_MISF_ZERO_TORQUE_TEMPERATURE,00016D12,c,Unitless,$000042CB
DG_MF_REPORTING,KE_MISF_1_CYL_NO_CAT_DAMAGE_LOAD,00016D24,c,Percent,Identifies the engine load region where a single cylinder misfire cannot cause catalyst damage.
DG_MF_REPORTING,KE_MISF_1_CYL_NO_CAT_DAMAGE_LVL,00016D26,c,Counts,The amount of misfire that is needed in a single cylinder to indicate a single cylinder misfire is occurring.
DG_MF_REPORTING,KE_MISF_1_CYL_NO_CAT_DAMAGE_RPM,00016D28,c,RPM,Identifies the engine speed region where a single cylinder misfire cannot cause catalyst damage.
DG_MF_REPORTING,KE_MISF_ABNORMAL_SPEED_THRESHOLD,00016D2A,c,Unitless,Minimum ratio necessary to detect abnormal speed.
DG_MF_REPORTING,KE_MISF_CATALYST_ARRAY_SIZE,00016D2B,c,Unitless,Determines the number of elements in the Catalyst_Array to consider.
DG_MF_REPORTING,KE_MISF_DETERMINE_MISFIRE_P_CODE,00016D2C,c,Unitless,Maximum value necessary to detect which cylinder is misfiring.
DG_MF_REPORTING,KE_MISF_DFCO_TIME_STOP_MIL_FLASH,00016D2E,c,Seconds,Amount of time engine is in decel fuel cutoff before the Malfunction Indicator Light is forced to stop flashing.
DG_MF_REPORTING,KE_MISF_DISABLE_TCC,00016D30,c,Unitless,Maximum value of misfire counts necessary to disable the TCC(Torque Converter Clutch)
DG_MF_REPORTING,KE_MISF_EMISSION_ARRAY_SIZE,00016D31,c,Unitless,Determines the number of elements in the Emission_Array to consider.
DG_MF_REPORTING,KE_MISF_FLASH_MIL_ENGINE_LOAD,00016D32,c,Percent,Forces the Malfunction Indicator Light to stop flashing at lower engine loads.
DG_MF_REPORTING,KE_MISF_FLASH_MIL_LATCH,00016D34,c,Counts,$0000436A
DG_MF_REPORTING,KE_MISF_FLASH_MIL_VEHICLE_SPEED,00016D36,c,MPH,Forces the Malfunction Indicator Light to stop flashing at lower vehicle speeds.
DG_MF_REPORTING,KE_MISF_FTP_MAX_ENGINE_LOAD,00016D38,c,Percent,$0000436C
DG_MF_REPORTING,KE_MISF_FTP_MAX_ENGINE_SPEED,00016D3A,c,RPM,$0000436D
DG_MF_REPORTING,KE_MISF_INDISPUTABLE_MISFIRE,00016D3C,c,Unitless,$0000436E
DG_MF_REPORTING,KE_MISF_INITIAL_EMISSION_FACTOR,00016D3D,c,Factor,$00004370
DG_MF_REPORTING,KE_MISF_MARSHALLING_FACTOR,00016D3E,c,Factor,"Multiplier to increase emission misfire level. This must be set to 1.0, unless prior government approval is received."
DG_MF_REPORTING,KE_MISF_MARSHALLING_ODOMETER,00016D40,c,Kilometers,The distance the vehicle is driven after the assembly plant dynamic vehicle test.
DG_MISFIRE,KE_MISF_CYLINDER_MODE_EQUATION,00016D42,c,Enumerated,$000041CF
DG_MISFIRE,KE_MISF_CONSECUTIVE_NEGATIVE,00016D43,c,Unitless,Minimum number of consecutive cylinder events the engine is accelerating to cause a delay.
DG_MISFIRE,KE_MISF_CONSECUTIVE_POSITIVE,00016D44,c,Unitless,Minimum number of consecutive cylinder events the engine is decelerating to cause a delay.
DG_EOS,KE_EOSD_ASYMMETRICRATIO_TEST,00016D46,c,Boolean,"Determines which response test method is to be used. TRUE = ratio test, FALSE = difference test."
DG_EOS,KE_EOSD_OPEN_FAST_PASS_THRESH,00016D48,c,Counts,$000041EE
DG_EOS,KE_EOSD_OPEN_FP_HIGH_THRESHOLD,00016D4A,c,Millivolts,$000041EF
DG_EOS,KE_EOSD_OPEN_FP_LOW_THRESHOLD,00016D4C,c,Millivolts,$000041F1
DG_EOS,KE_EOSD_REL_PE_SENSOR_THRESH,00016D4E,c,Millivolts,The related sensor voltage required to allow monitoring of the current sensor during the PE test.
DG_EOS,KE_EOSD_RESP_SAMPLE_TIME_LIM,00016D50,c,Milliseconds,Amount of time to collect response data.
DI_AIR,KE_AIRD_FAILED_TEST_MAX,00016D52,c,unitless,The maximum number of AIR diagnostic test failures required to fail the AIR diagnostic.
DI_AIR,KE_AIRD_FUEL_TRIM_UPDATE_RATE,00016D54,c,Seconds,The fixed integrator update rate during the Active AIR Injection test.
DI_AIR,KE_AIRD_INTAKE_AIR_TEMP_MIN,00016D56,c,Degrees_C,Minimum intake air temperature threshold to enable the diagnostic.
DI_AIR,KE_AIRD_NUMBER_OF_O2_MONITORS,00016D58,c,Unitless,The number of O2 sensors that independently receive air injection from the secondary AIR system.
DI_AIR,KV_AIRD_PASV_COLD_LEAN_RATIO,00016D5A,c,Ratio,"Minimum value for the O2 lean ratio, to pass part 1 of the passive test, during a cold start."
DI_AIR,KV_AIRD_PASV_COLD_LEAN_THRESH,00016D5E,c,Seconds,Maximum threshold value to update the passive lean timer.
DI_AIR,KV_AIRD_PASV_COLD_MIN_TIME,00016D62,c,Seconds,Minimum time to calculate a cold and lean ratio for the cold test.
DI_AIR,KV_AIRD_PASV_COLD_RICH_RATIO,00016D66,c,Ratio,"Maximum value for the O2 rich ratio, to pass part 1 of the passive test, during a cold start."
DI_AIR,KV_AIRD_PASV_COLD_RICH_THRESH,00016D6A,c,Volts,Minimum threshold value to update the passive rich timer.
DI_AIR,KV_AIRD_PASV_HOT_LEAN_RATIO,00016D6E,c,Ratio,"Minimum value for the O2 lean ratio, to pass part 1 of the passive test, during a hot start."
DI_AIR,KV_AIRD_PASV_HOT_LEAN_THRESH,00016D72,c,Volts,Maximum threshold value to update the passive lean timer.
DI_AIR,KV_AIRD_PASV_HOT_MIN_TIME,00016D76,c,Seconds,Minimum threshold time to calculate a hot and lean ratio for the hot test.
DI_AIR,KV_AIRD_PASV_HOT_RICH_RATIO,00016D7A,c,Ratio,"Maximum value for the O2 rich ratio, to pass part1 of the passive test, during a hot start."
DI_AIR,KV_AIRD_PASV_HOT_RICH_THRESH,00016D7E,c,Volts,Minimum threshold value to update the passive rich timer.
DI_AIR,KE_AIRD_PU_COOLANT_TEMP_MAX,00016D82,c,Degrees_C,Maximum powerup coolant temperature threshold to enable the diagnostic.
DI_AIR,KA_AIRD_ACTIVE_FUEL_TRIM_DELTA,00016D84,c,scaler_2,Determines the pass/fail thresholds for the fuel trim delta in the AIR diagnostic active test.
DI_AIR,KA_AIRD_ACTIVE_LEAN_TIMER,00016DAC,c,seconds,Determines the pass/fail thresholds for the active lean timer in AIR diagnoctic active test.
DI_AIR,KE_AIRD_ADAPTIVE_LEARN_TIME_MIN,00016DC0,c,seconds,$00004225
DI_AIR,KE_AIRD_AIRFLOW_MIN,00016DC2,c,grams per second,Minimum amount of airflow allowed to enable the diagnostic.
DI_AIR,KE_AIRD_BARO_MIN,00016DC4,c,kPa,Minimum amount of barometric pressure allowed to enable the diagnostic.
DI_AIR,KE_AIRD_COOLANT_TEMP_MAX,00016DC6,c,Degrees_C,
DI_AIR,KE_AIRD_COOLANT_TEMP_MIN,00016DC8,c,Degrees_C,Minimum coolant temperature threshold to enable the diagnostic.
DI_AIR,KE_AIRD_ENGINE_LOAD_MIN,00016DCA,c,Percent,Minimum engine load threshold to enable the diagnostic.
DI_AIR,KE_AIRD_INTAKE_AIR_TEMP_MAX,00016DCC,c,Degrees_C,Maximum intake air temperature threshold to enable the diagnostic.
DI_AIR,KE_AIRD_SYSTEM_VOLTAGE_MIN,00016DCE,c,Volts,Minimum system voltage threshold to enable the diagnostic.
DI_AIR,KE_AIRD_VOLTAGE_LOW_TIME,00016DCF,c,Seconds,Length of time the voltage must stay below the minimum voltage to disable the diagnostic.
DI_AIR,KV_AIRD_ADAPTIVE_INDEX,00016DD0,c,unitless,The adaptive indices in which the active test may run.
DI_AIR,KV_AIRD_SHORT_TERM_FUEL_TRIM,00016DDA,c,unitless,Frozen rich short term fuel trim value used during the IAR active test in the base pulse width equation.
DI_EOS,KE_EOSD_NUMBER_OF_HEATED_SENSORS,00016DDE,c,Unitless,The number of O2 sensors in which the heater test is to be done.
DI_EOS,KE_EOSD_NUMBER_OF_O2_SENSORS,00016DDF,c,Unitless,$000041F3
DI_EOS,KE_EOSD_NUMBER_OF_RESP_SENSORS,00016DE0,c,Unitless,$000041F5
DI_EOS,KE_EOSD_INTRUSIVE_CNTRL_ENABLE,00016DE1,c,Boolean,This allow EOSD to intrusive control the fuel proportional terms and post O2 min/max limiting.
DI_EOS,KE_EOSD_POST_OXYGEN_OFFSET_MAX,00016DE2,c,Millivolts,Limit maximum value of Post Oxygen Threshold Offset.
DI_EOS,KE_EOSD_POST_OXYGEN_OFFSET_MIN,00016DE4,c,Millivolts,Limit minimum value of Post Oxygen Threshold Offset.
DI_EOS,KE_EOSD_SYSTEM_VOLTAGE_MAX,00016DE6,c,Volts,Maximum system voltage above which the O2 diag will be disabled.
DI_EOS,KE_EOSD_SYSTEM_VOLTAGE_MIN,00016DE7,c,Volts,Minimum system voltage below which the O2 diag will be disabled.
DI_EOS,KV_EOSD_DELTA_TPS_LIMIT,00016DE8,c,Percent,The change in throttle position required to increment EOSD_Num_Of_Delta_TPS_Changes.
DI_EOS,KV_EOSD_DFCO_FAIL_LIMIT,00016DF0,c,Counts,$000041F7
DI_EOS,KV_EOSD_DFCO_SAMPLE,00016DF8,c,Counts,Number of samples taken to complete a DFCO test assuming the failure threshold has not been reached.
DI_EOS,KV_EOSD_DFCO_THRESHOLD,00016E00,c,Millivolts,$000041F8
DI_EOS,KV_EOSD_HEATED_SENSOR_INDEX,00016E08,c,Unitless,A cross reference of heater sensor index to sensor index for heater testing sensor identification.
DI_EOS,KV_EOSD_LEAN_FAIL_DELAY_LIMIT,00016E0C,c,Counts,Maximum number of times to count while waiting for completion of the related sensors lean test.
DI_EOS,KV_EOSD_LEAN_FAIL_LIMIT,00016E10,c,Counts,Maximum times an oxygen sensor can be in a failure region for a given number of samples during the lean test.
DI_EOS,KV_EOSD_LEAN_LOW_LIMIT,00016E18,c,Counts,The number of lean failure samples required to set the fault pending flag.
DI_EOS,KV_EOSD_LEAN_LOW_THRESHOLD,00016E20,c,Millivolts,Voltage threshold below which a sensor will be considered to be failed lean for the fault pending criteria.
DI_EOS,KV_EOSD_LEAN_SAMPLE,00016E28,c,Counts,Number of samples taken to complete a lean test assuming the failure threshold has not been reached.
DI_EOS,KV_EOSD_LEAN_THRESHOLD,00016E30,c,Millivolts,$000041F9
DI_EOS,KV_EOSD_NUM_OF_DELTA_TPS_MAX,00016E38,c,Counts,The number of delta TPS changes required to allow the Open test to report a failure.
DI_EOS,KV_EOSD_NUM_OF_REL_PE_SENSORS,00016E40,c,Unitless,Number of related PE sensors to check whenever a power enrichment condition is executed.
DI_EOS,KV_EOSD_NUM_OF_RELATED_SENSORS,00016E44,c,Unitless,Number of sensors to check whenever a rich or lean condition is suspected.
DI_EOS,KV_EOSD_OPEN_FAIL_LIMIT,00016E48,c,Counts,$000041FA
DI_EOS,KV_EOSD_OPEN_HIGH_THRESHOLD,00016E50,c,Millivolts,$000041FB
DI_EOS,KV_EOSD_OPEN_LOW_THRESHOLD,00016E58,c,Millivolts,$000041FC
DI_EOS,KV_EOSD_OPEN_SAMPLE,00016E60,c,Counts,Number of samples taken to complete an open test assuming the failure threshold has not been reached.
DI_EOS,KV_EOSD_POST_SENSOR_INDEX,00016E68,c,Unitsless,A cross-reference of the post O2 sensor index to sensor index for post sensor testing identification.
DI_EOS,KV_EOSD_POWER_FAIL_LIMIT,00016E6A,c,Counts,$000041FD
DI_EOS,KV_EOSD_POWER_SAMPLE,00016E72,c,Counts,Number of samples taken to complete a power enrichment test assuming the failure threshold has not been reached.
DI_EOS,KV_EOSD_POWER_THRESHOLD,00016E7A,c,Millivolts,$000041FE
DI_EOS,KV_EOSD_RELATED_PE_SENSOR_INDEX,00016E82,c,Unitless,A cross-reference of the PE sensor index to the sensor index which serves to identify the specific sensor during PE testing.
DI_EOS,KV_EOSD_RELATED_SENSOR_INDEX,00016E86,c,Unitless,$000041FF
DI_EOS,KV_EOSD_RELATED_2ND_SENSOR_INDEX,00016E8A,c,Unitless,$00004200
DI_EOS,KV_EOSD_RESP_HC_LEAN_THRESH,00016E8E,c,Millivolts,Threshold which separates normal and lean operating zones using the half cycle time method.
DI_EOS,KV_EOSD_RESP_HC_RICH_THRESH,00016E92,c,Millivolts,Threshold which separates normal and rich operating zones using the half cycle time method.
DI_EOS,KV_EOSD_RESP_ST_LEAN_THRESH,00016E96,c,Millivolts,Threshold which separates normal and lean operating zones using the slope time method.
DI_EOS,KV_EOSD_RESP_ST_RICH_THRESH,00016E9A,c,Millivolts,Threshold which separates normal and rich operating zones using the slope time method.
DI_EOS,KV_EOSD_RESP_SENSOR_INDEX,00016E9E,c,Unitless,$00004202
DI_EOS,KV_EOSD_RICH_FAIL_DELAY_LIMIT,00016EA0,c,Counts,The number of times to count while waiting for completion of the related sensors' rich test.
DI_EOS,KV_EOSD_RICH_FAIL_LIMIT,00016EA4,c,Counts,$00004203
DI_EOS,KV_EOSD_RICH_HIGH_LIMIT,00016EAC,c,Counts,The number of rich failure samples required to set the fault pending flag.
DI_EOS,KV_EOSD_RICH_HIGH_THRESHOLD,00016EB4,c,Millivolts,Value above which a sensor will be considered to be failed  rich for the fault pending criteria.
DI_EOS,KV_EOSD_RICH_SAMPLE,00016EBC,c,Counts,Number of samples taken to complete a rich test assuming the failure threshold has not been reached.
DI_EOS,KV_EOSD_RICH_THRESHOLD,00016EC4,c,Millivolts,$00004204
DI_EOS,KV_EOSD_SENSOR_INDEX,00016ECC,c,Unitless,"A mapping of sensor names to the sensor index which serves to identify the specific sensor during testing, reporting, etc."
DI_EOS,KV_EOSD_PROP_TERM_NORM_BAS_LEAN,00016ED0,c,Unitless,$00004205
DI_EOS,KV_EOSD_PROP_TERM_NORM_BAS_RICH,00016EE2,c,Unitless,$00004206
DI_EOS,KA_EOSD_ST_LRA_LIM_RS1,00016EF4,c,Milliseconds,The lean-to-rich average response time (Bank 1 Sensor 1) threshold above which a response time failure will be reported.
DI_EOS,KA_EOSD_ST_LRA_LIM_RS2,00016F26,c,Milliseconds,The lean-to-rich average response time (Bank 2 Sensor 1) threshold above which a response time failure will be reported.
DI_EOS,KA_EOSD_ST_RLA_LIM_RS1,00016F58,c,Milliseconds,The rich-to-lean average response time threshold (Bank 1 Sensor 1) above which a response time failure will be reported.
DI_EOS,KA_EOSD_ST_RLA_LIM_RS2,00016F8A,c,Milliseconds,The rich-to-lean average response time threshold (Bank 2 Sensor 1) above which a response time failure will be reported.
DI_EOS,KE_EOSD_ST_LRS_LIM_RS1,00016FBC,c,Unitless,The number of lean-to-rich switches (Bank 1 Sensor 1) below which a switches failure will be reported.
DI_EOS,KE_EOSD_ST_LRS_LIM_RS2,00016FBD,c,Unitless,The number of lean-to-rich switches (Bank 2 Sensor 1) below which a switches failure will be reported.
DI_EOS,KE_EOSD_ST_RLS_LIM_RS1,00016FBE,c,Unitless,The number of rich-to-lean switches (Bank 1 Sensor 1) below which a switches failure will be reported.
DI_EOS,KE_EOSD_ST_RLS_LIM_RS2,00016FBF,c,Unitless,The number of rich-to-lean switches (Bank 2 Sensor 1) below which a switches failure will be reported.
DI_EOS,KA_EOSD_HC_LRS_LIM_RS1,00016FC0,c,Unitless,The number of lean-to-rich half cycle switches (Bank 1 Sensor 1) below which a switches failure will be reported.
DI_EOS,KA_EOSD_HC_LRS_LIM_RS2,00016FF2,c,Unitless,The number of lean-to-rich half cycle switches (Bank 2 Sensor 1) below which a switches failure will be reported.
DI_EOS,KA_EOSD_HC_RLS_LIM_RS1,00017024,c,Unitless,The number of rich-to-lean half cycle switches (Bank 1 Sensor 1) below which a switches failure will be reported.
DI_EOS,KA_EOSD_HC_RLS_LIM_RS2,00017056,c,Unitless,The number of rich-to-lean half cycle switches (Bank 2 Sensor 1) below which a switches failure will be reported.
DI_EOS,KA_EOSD_ST_RATIO_LOW_LIM_RS1,00017088,c,Ratio_Type,$00004207
DI_EOS,KA_EOSD_ST_RATIO_LOW_LIM_RS2,000170BA,c,Ratio_Type,$00004208
DI_EOS,KA_EOSD_ST_RATIO_HIGH_LIM_RS1,000170EC,c,Unitless,$00004209
DI_EOS,KA_EOSD_ST_RATIO_HIGH_LIM_RS2,0001711E,c,Unitless,$0000420A
DI_EOS,KA_EOSD_ST_DIFFLOW_LIM_RS1,00017150,c,mSec_S,$0000420B
DI_EOS,KA_EOSD_ST_DIFFLOW_LIM_RS2,000171B4,c,mSec_S,$0000420C
DI_EOS,KA_EOSD_ST_DIFFHIGH_LIM_RS1,00017218,c,mSec_S,$0000420D
DI_EOS,KA_EOSD_ST_DIFFHIGH_LIM_RS2,0001727C,c,mSec_S,$0000420E
DI_EOS,KE_EOSD_CURMON_AIRFLOW_LOW,000172E0,c,Grams Per Second,Minimum airflow value for enabling the oxygen sensor heater current monitor.
DI_EOS,KE_EOSD_CURMON_AIRFLOW_HIGH,000172E2,c,Grams Per Second,Maximum airflow value for enabling the oxygen sensor heater current monitor.
DI_EOS,KE_EOSD_CURMON_COOLANT_TEMP,000172E4,c,Degrees_C,Coolant temperature above which the oxygen sensor heater current monitor test will be enabled.
DI_EOS,KV_EOSD_CURMON_CURRENT_MAX,000172E6,c,Amps,$0000420F
DI_EOS,KV_EOSD_CURMON_CURRENT_MIN,000172EE,c,Amps,$00004210
DI_EOS,KE_EOSD_CURMON_DELAY_TIMER,000172F6,c,Seconds,The delay time between consecutive oxygen sensor current monitor tests.
DI_EOS,KE_EOSD_CURMON_ENABLE_DELAY,000172F8,c,Seconds,The delay time before which the oxygen sensor heater current monitor test will be enabled.
DI_EOS,KE_EOSD_CURMON_ENG_RUN_TIME,000172FA,c,Seconds,Engine run time above which the oxygen sensor heater current monitor test will be enabled.
DI_EOS,KE_EOSD_CURMON_ENGINE_SPEED_LOW,000172FC,c,RPM,Minimum engine speed value for enabling the oxygen sensor heater current monitor diagnostic.
DI_EOS,KE_EOSD_CURMON_ENGINE_SPEED_HIGH,000172FE,c,RPM,Maximum engine speed value for enabling the oxygen sensor heater current monitor diagnostic.
DI_EOS,KE_EOSD_CURMON_FAIL_LIMIT,00017300,c,Counts,The number of failure samples required to fail an oxygen sensor heatercurrent monitor test.
DI_EOS,KE_EOSD_CURMON_SAMPLE_LIMIT,00017302,c,Counts,Number of samples required to complete an oxygen sensor heater current monitor test.
DI_EOS,KE_EOSD_CURMON_TEST_CTR_LIMIT,00017304,c,Counts,The maximum number of oxygen sensor heater current monitor tests to be run during this key cycle.
DI_EOS,KE_EOSD_FAULTS_THAT_DISABLE,00017306,c,Cal_Set_Of_Fault_Group_Type,"If TRUE is specified for the indexed fault group, then any active fault within that group will inhibit the EOSD diagnostic."
DI_EOS,KE_EOSD_PE_DFCO_RUN_TIME,0001730A,c,Seconds,Engine run time above which the oxygen sensor power enrichment and DFCO tests will be enabled.
DI_EOS,KE_EOSD_LEAN_DELAY,0001730C,c,Seconds,Delay time after the lean test enable criteria have been met before starting data collection for lean test.
DI_EOS,KE_EOSD_LEANPE_ETHANOL_THRESH,0001730E,c,Percent,The ethanol percent below which the lean and power enrichment test will be enabled.
DI_EOS,KE_EOSD_LOW_FUEL_DISABLE,00017310,c,Percent,The fuel levelbelow which certain O2 sensor diagnostics will be disabled
DI_EOS,KE_EOSD_MAX_EQUIVALENCE_RATIO,00017312,c,Ratio,Maximum Equivalence Ratio to enable the lean and rich oxygen sensor range tests.
DI_EOS,KE_EOSD_MIN_EQUIVALENCE_RATIO,00017314,c,Ratio,Minimum Equivalence Ratio to enable the lean and rich oxygen sensor range tests.
DI_EOS,KE_EOSD_O2_DFCO_TEST_ENABLE,00017316,c,Flag,Used to enable or disable the activation of the O2 DFCO test.
DI_EOS,KE_EOSD_O2_LEAN_TEST_ENABLE,00017317,c,Flag,Used to enable or disable the activation of the O2 lean test.
DI_EOS,KE_EOSD_O2_OPEN_TEST_ENABLE,00017318,c,Flag,Used to enable or disable the activation of the O2 open test.
DI_EOS,KE_EOSD_O2_PE_TEST_ENABLE,00017319,c,Flag,Used to enable or disable the activation of the O2 PE test.
DI_EOS,KE_EOSD_O2_RESPONSE_TEST_ENABLE,0001731A,c,Flag,Used to enable or disable the activation of the O2 response test.
DI_EOS,KE_EOSD_O2_RICH_TEST_ENABLE,0001731B,c,Flag,Used to enable or disable the activation of the O2 rich test.
DI_EOS,KE_EOSD_OPEN_ENGINE_RUN_TIME,0001731C,c,Seconds,Minimum engine run time threshold to enable the oxygen sensor range tests.
DI_EOS,KE_EOSD_OPEN_ETHANOL_THRESH,0001731E,c,Percent,The ethanol percent below which the open test will be enabled.
DI_EOS,KE_EOSD_OPEN_FAST_PASS_PERIOD,00017320,c,Seconds,Post catalyst oxygen sensor fast pass period.
DI_EOS,KE_EOSD_RESP_DELAY_TIME,00017322,c,Seconds,Delay time after the response test enable criteria have been met but before starting data collection for the response test.
DI_EOS,KE_EOSD_RESP_ENGINE_SPEED_HIGH,00017324,c,RPM,Maximum engine speed for enabling data collection for the response test.
DI_EOS,KE_EOSD_RESP_ENGINE_SPEED_LOW,00017326,c,RPM,Mimimum engine speed for enabling data collection for the response test.
DI_EOS,KE_EOSD_RESP_ETHANOL_THRESH,00017328,c,Percent,The ethanol percent below which the response test will be enabled.
DI_EOS,KE_EOSD_RESP_FLOW_HIGH,0001732A,c,GPS,Maximum airflow value for enabling data collection for the response test.
DI_EOS,KE_EOSD_RESP_FLOW_LOW,0001732C,c,GPS,Minimum airflow value for enabling data collection for the response test.
DI_EOS,KE_EOSD_RESP_MIN_COOLANT_TEMP,0001732E,c,Degrees C,Minimum coolant temperature threshold required to start data collection for the response test.
DI_EOS,KE_EOSD_RESP_MIN_ENGINE_RUN,00017330,c,Seconds,Minimum engine run time threshold required to start data collection for the response test.
